CpG_id	intercept	f	pval	qval	CpG_id	geneSymbol	posDesc	chr	start	end	CpG_id	beta(AD)	beta(Normal)	Delta beta
cg08656747	0.0	0.0	0.00556011795709066	0.0	cg08656747	ZNF81	TSS200	X	47696169	47696292		0.0	0.0	0.0	
cg10213302	0.0	0.0	0.00556382935642958	0.0	cg10213302	ZFY	TSS1500	Y	2802975	2803098		0.0	0.0	0.0	
cg08627233	0.0	0.0	0.00557006850740463	0.0	cg08627233	TMEM187	TSS1500	X	153236954	153237077		0.0	0.0	0.0	
cg00623388	0.0	0.0	0.00557751747494659	0.0	cg00623388	BCORL1	TSS1500	X	129116224	129116347		0.0	0.0	0.0	
cg15806723	0.0	0.0	0.00561521605599449	0.0	cg15806723	SYP	TSS200	X	49056711	49056834		0.0	0.0	0.0	
cg19658849	0.0	0.0	0.00559854503883192	0.0	cg19658849	SLC25A43	TSS200	X	118533119	118533242		0.0	0.0	0.0	
cg06475150	0.0	0.0	0.0056020151377855	0.0	cg06475150	WDR45	TSS1500	X	48937814	48937937		0.0	0.0	0.0	
cg00046099	0.0	0.0	0.00560231869135268	0.0	cg00046099	GNL3L	TSS200	X	54556443	54556566		0.0	0.0	0.0	
cg26802102	0.0	0.0	0.0056076421785777	0.0	cg26802102	IL13RA1	TSS200	X	117861398	117861521		0.0	0.0	0.0	
cg14742615	0.0	0.0	0.00560961800908409	0.0	cg14742615	TTTY15	TSS200	Y	17569363	17569486		0.0	0.0	0.0	
cg26744454	0.0	0.0	0.00561265363073007	0.0	cg26744454	PGK1	TSS200	X	77359613	77359736		0.0	0.0	0.0	
cg03828160	0.0	0.0	0.00561771721322889	0.0	cg03828160	SPIN3	TSS200	X	57022102	57022225		0.0	0.0	0.0	
cg02213813	0.0	0.0	0.00562579118931762	0.0	cg02213813	FAM104B	TSS1500	X	149534006	149534129		0.0	0.0	0.0	
cg10848980	0.0	0.0	0.00563240189358216	0.0	cg10848980	PRAF2	TSS1500	X	48931872	48931995		0.0	0.0	0.0	
cg09207137	0.0	0.0	0.00563603746704155	0.0	cg09207137	SMS	TSS1500	X	21958629	21958752		0.0	0.0	0.0	
cg27483305	0.0	0.0	0.00563607101186125	0.0	cg27483305	NKAP	TSS200	X	119077757	119077880		0.0	0.0	0.0	
cg00883449	0.0	0.0	0.00564770255912838	0.0	cg00883449	ZNF630	TSS1500	X	47930854	47930977		0.0	0.0	0.0	
cg18266647	0.0	0.0	0.00564466311414393	0.0	cg18266647	BHLHB9	TSS200	X	102000811	102000934		0.0	0.0	0.0	
cg22151131	0.0	0.0	0.00567307292423816	0.0	cg22151131	EFNB1	TSS200	X	68048814	68048937		0.0	0.0	0.0	
cg18717600	0.0	0.0	0.00568720619179378	0.0	cg18717600	ZNF674	TSS200	X	46404986	46405109		0.0	0.0	0.0	
cg25645693	0.0	0.0	0.00568785151400553	0.0	cg25645693	MPP1	TSS200	X	154033932	154034055		0.0	0.0	0.0	
cg14831390	0.0	0.0	0.00571236343850976	0.0	cg14831390	GK	TSS200	X	30671327	30671450		0.0	0.0	0.0	
cg13569417	0.0	0.0	0.00573898302419542	0.0	cg13569417	STAG2	TSS1500	X	123094304	123094427		0.0	0.0	0.0	
cg21364772	0.0	0.0	0.00574398840530998	0.0	cg21364772	PQBP1	TSS1500	X	48755433	48755556		0.0	0.0	0.0	
cg07386410	0.0	0.0	0.00578500431058529	0.0	cg07386410	USP51	TSS200	X	55515751	55515874		0.0	0.0	0.0	
cg06443888	0.0	0.0	0.00578466643536087	0.0	cg06443888	IRS4	TSS1500	X	107980132	107980255		0.0	0.0	0.0	
cg03814733	0.0	0.0	0.00578501939286125	0.0	cg03814733	CXorf40B	TSS200	X	149106755	149106878		0.0	0.0	0.0	
cg05782975	0.0	0.0	0.00581541743343867	0.0	cg05782975	NGFRAP1	TSS1500	X	102631408	102631531		0.0	0.0	0.0	
cg02602528	0.0	0.0	0.00583840053417561	0.0	cg02602528	PLP2	TSS200	X	49028148	49028271		0.0	0.0	0.0	
cg10950266	0.0	0.0	0.00582991152753352	0.0	cg10950266	ARMCX4	TSS200	X	100673192	100673315		0.0	0.0	0.0	
cg11409998	0.0	0.0	0.00583308538093302	0.0	cg11409998	SOX3	TSS200	X	139587372	139587495		0.0	0.0	0.0	
cg18581963	0.0	0.0	0.0058359230556041	0.0	cg18581963	SOX3	TSS1500	X	139587695	139587818		0.0	0.0	0.0	
cg10959847	0.0	0.0	0.00585356981819781	0.0	cg10959847	RPS4Y2	TSS1500	Y	9707927	9708050		0.0	0.0	0.0	
cg02265919	0.0	0.0	0.00585391440993912	0.0	cg02265919	CSTF2	TSS200	X	100075240	100075363		0.0	0.0	0.0	
cg14247154	0.0	0.0	0.00585537704038539	0.0	cg14247154	MTMR8	TSS200	X	63615380	63615503		0.0	0.0	0.0	
cg05965444	0.0	0.0	0.00585837093693658	0.0	cg05965444	MOSPD1	TSS200	X	134049328	134049451		0.0	0.0	0.0	
cg05434903	0.0	0.0	0.00585956642115284	0.0	cg05434903	KLHL13	TSS1500	X	117251118	117251241		0.0	0.0	0.0	
cg02025065	0.0	0.0	0.00587579860442608	0.0	cg02025065	SPIN2B	TSS1500	X	57148257	57148380		0.0	0.0	0.0	
cg01855997	0.0	0.0	0.00587735573132804	0.0	cg01855997	USP27X	TSS1500	X	49643944	49644067		0.0	0.0	0.0	
cg14260918	0.0	0.0	0.00589311792976269	0.0	cg14260918	ZNF673	TSS200	X	46306533	46306656		0.0	0.0	0.0	
cg15050093	0.0	0.0	0.00592875758882514	0.0	cg15050093	RPL39	TSS200	X	118925759	118925882		0.0	0.0	0.0	
cg12584551	0.0	0.0	0.00593141304758235	0.0	cg12584551	OPHN1	TSS200	X	67653401	67653524		0.0	0.0	0.0	
cg20517444	0.0	0.0	0.00594056770788008	0.0	cg20517444	PIGA	TSS200	X	15353854	15353977		0.0	0.0	0.0	
cg23718917	0.0	0.0	0.00594327756253835	0.0	cg23718917	BCAP31	TSS1500	X	152990332	152990455		0.0	0.0	0.0	
cg25321762	0.0	0.0	0.00594740820600325	0.0	cg25321762	ZNF674	TSS200	X	46404934	46405057		0.0	0.0	0.0	
cg12620265	0.0	0.0	0.005956791231465	0.0	cg12620265	GNL3L	TSS1500	X	54556429	54556552		0.0	0.0	0.0	
cg14794494	0.0	0.0	0.00595902739530259	0.0	cg14794494	PGK1	TSS200	X	77359564	77359687		0.0	0.0	0.0	
cg16641190	0.0	0.0	0.00596101016700403	0.0	cg16641190	TMEM164	TSS200	X	109246250	109246373		0.0	0.0	0.0	
cg18093711	0.0	0.0	0.00596353241557378	0.0	cg18093711	RPL10	TSS200	X	153626478	153626601		0.0	0.0	0.0	
cg25692732	0.0	0.0	0.00596857775635884	0.0	cg25692732	UBL4A	TSS1500	X	153715426	153715549		0.0	0.0	0.0	
cg23493872	0.0	0.0	0.00596888030630649	0.0	cg23493872	SLC9A6	TSS200	X	135067542	135067665		0.0	0.0	0.0	
cg14804181	0.0	0.0	0.00599178679899482	0.0	cg14804181	PGK1	TSS200	X	149716267	149716390		0.0	0.0	0.0	
cg03751162	0.0	0.0	0.00598972651885504	0.0	cg03751162	TSR2	TSS200	X	54466849	54466972		0.0	0.0	0.0	
cg08437835	0.0	0.0	0.00598996486421051	0.0	cg08437835	MOSPD2	TSS1500	X	14891340	14891463		0.0	0.0	0.0	
cg06252876	0.0	0.0	0.00599181806922254	0.0	cg06252876	AIFM1	TSS200	X	129299948	129300071		0.0	0.0	0.0	
cg22645859	0.0	0.0	0.00599906540795091	0.0	cg22645859	UPF3B	TSS200	X	118987043	118987166		0.0	0.0	0.0	
cg07809462	0.0	0.0	0.00600463742896212	0.0	cg07809462	ZCCHC12	TSS200	X	117957621	117957744		0.0	0.0	0.0	
cg15870809	0.0	0.0	0.00601870034222857	0.0	cg15870809	MAP7D2	TSS200	X	20134805	20134928		0.0	0.0	0.0	
cg13549303	0.0	0.0	0.00602417494425708	0.0	cg13549303	RPS6KA6	TSS1500	X	83443165	83443288		0.0	0.0	0.0	
cg13741548	0.0	0.0	0.00602460132984761	0.0	cg13741548	MCTS1	TSS200	X	119738453	119738576		0.0	0.0	0.0	
cg16059374	0.0	0.0	0.00605001025722404	0.0	cg16059374	EDA	TSS1500	X	68835678	68835801		0.0	0.0	0.0	
cg25078813	0.0	0.0	0.0060462803605825	0.0	cg25078813	FGF13	TSS1500	X	138287654	138287777		0.0	0.0	0.0	
cg22332884	0.0	0.0	0.00608366842870681	0.0	cg22332884	GPKOW	TSS200	X	48980256	48980379		0.0	0.0	0.0	
cg00167275	0.0	0.0	0.00607950366383076	0.0	cg00167275	FAM35A	TSS1500	10	88854588	88854711		0.0	0.0	0.0	
cg15465809	0.0	0.0	0.00609128986535377	0.0	cg15465809	PRAF2	TSS200	X	48931782	48931905		0.0	0.0	0.0	
cg08966380	0.0	0.0	0.00611167485814773	0.0	cg08966380	EDA	TSS200	X	68835729	68835852		0.0	0.0	0.0	
cg14949922	0.0	0.0	0.00613523536852031	0.0	cg14949922	RP2	TSS200	X	46696330	46696453		0.0	0.0	0.0	
cg06231362	0.0	0.0	0.00615701310609442	0.0	cg06231362	BCORL2	TSS1500	Y	21726406	21726529		0.0	0.0	0.0	
cg00241907	0.0	0.0	0.00616100412151553	0.0	cg00241907	TMSB4X	TSS200	X	12993156	12993279		0.0	0.0	0.0	
cg02042142	0.0	0.0	0.00617501989318834	0.0	cg02042142	NHS	TSS1500	X	17393160	17393283		0.0	0.0	0.0	
cg01003197	0.0	0.0	0.0061818560559667	0.0	cg01003197	OPHN1	TSS1500	X	67653925	67654048		0.0	0.0	0.0	
cg04014504	0.0	0.0	0.0061890327624339	0.0	cg04014504	LANCL3	TSS200	X	37430717	37430840		0.0	0.0	0.0	
cg13655660	0.0	0.0	0.00619440472858285	0.0	cg13655660	RPL39	TSS200	X	118925773	118925896		0.0	0.0	0.0	
cg08841290	0.0	0.0	0.00621815922586466	0.0	cg08841290	RNF113A	TSS1500	X	119006122	119006245		0.0	0.0	0.0	
cg14106263	0.0	0.0	0.00620513063230132	0.0	cg14106263	RBMX2	TSS1500	X	129535683	129535806		0.0	0.0	0.0	
cg11825731	0.0	0.0	0.00623346084919474	0.0	cg11825731	TFE3	TSS200	X	48901162	48901285		0.0	0.0	0.0	
cg22012543	0.0	0.0	0.00623821839205244	0.0	cg22012543	CXorf42	TSS1500	X	124339995	124340118		0.0	0.0	0.0	
cg01873087	0.0	0.0	0.00625803615018707	0.0	cg01873087	TBC1D25	TSS1500	X	48397836	48397959		0.0	0.0	0.0	
cg01462040	0.0	0.0	0.0062576096552944	0.0	cg01462040	AFF2	TSS200	X	147582071	147582194		0.0	0.0	0.0	
cg01397290	0.0	0.0	0.00626449845645116	0.0	cg01397290	PRRG1	TSS1500	X	37208295	37208418		0.0	0.0	0.0	
cg14520448	0.0	0.0	0.00626476910520792	0.0	cg14520448	PQBP1	TSS1500	X	48755206	48755329		0.0	0.0	0.0	
cg11111083	0.0	0.0	0.00626691552424563	0.0	cg11111083	ELK1	TSS1500	X	47510589	47510712		0.0	0.0	0.0	
cg18044482	0.0	0.0	0.00628404246321421	0.0	cg18044482	ATG4A	TSS1500	X	107334626	107334749		0.0	0.0	0.0	
cg00611101	0.0	0.0	0.00628659995010288	0.0	cg00611101	TCEAL2	TSS200	X	101380608	101380731		0.0	0.0	0.0	
cg24976080	0.0	0.0	0.00629273197664084	0.0	cg24976080	TIMM8A	TSS1500	X	100604037	100604160		0.0	0.0	0.0	
cg17292622	0.0	0.0	0.00632328893565709	0.0	cg17292622	GRIPAP1	TSS1500	X	64254656	64254779		0.0	0.0	0.0	
cg17877174	0.0	0.0	0.00633401175015256	0.0	cg17877174	SLC25A14	TSS200	X	129473999	129474122		0.0	0.0	0.0	
cg18049750	0.0	0.0	0.00632786640490595	0.0	cg18049750	SCML1	TSS1500	X	17755305	17755428		0.0	0.0	0.0	
cg14368286	0.0	0.0	0.00634289876462854	0.0	cg14368286	PRAF2	TSS1500	X	48931953	48932076		0.0	0.0	0.0	
cg08275242	0.0	0.0	0.00635687350731932	0.0	cg08275242	IGBP1	TSS200	X	69353171	69353294		0.0	0.0	0.0	
cg11281291	0.0	0.0	0.0063597120375251	0.0	cg11281291	ARHGEF9	TSS200	X	62975200	62975323		0.0	0.0	0.0	
cg22151216	0.0	0.0	0.00636184847016087	0.0	cg22151216	ARMCX6	TSS200	X	100873010	100873133		0.0	0.0	0.0	
cg05454424	0.0	0.0	0.00636780280899897	0.0	cg05454424	PPP1R2P9	TSS200	X	42637578	42637701		0.0	0.0	0.0	
cg01948589	0.0	0.0	0.00637038700206748	0.0	cg01948589	RPS6KA3	TSS1500	X	20285432	20285555		0.0	0.0	0.0	
cg04183498	0.0	0.0	0.00637392052034962	0.0	cg04183498	LOC729609	TSS1500	X	20008522	20008645		0.0	0.0	0.0	
cg08461617	0.0	0.0	0.00638607663319099	0.0	cg08461617	MAP3K15	TSS1500	X	19534066	19534189		0.0	0.0	0.0	
cg26928789	0.0	0.0	0.0063889852118009	0.0	cg26928789	TTTY10	TSS1500	Y	22682393	22682516		0.0	0.0	0.0	
cg17033281	0.0	0.0	0.00640059406451752	0.0	cg17033281	XIAP	TSS200	X	122993976	122994099		0.0	0.0	0.0	
cg15854321	0.0	0.0	0.00642033056868281	0.0	cg15854321	HNRNPH2	TSS1500	X	100662921	100663044		0.0	0.0	0.0	
cg01080862	0.0	0.0	0.00642612209027823	0.0	cg01080862	IL13RA1	TSS200	X	117861389	117861512		0.0	0.0	0.0	
cg17207724	0.0	0.0	0.0064405814919332	0.0	cg17207724	ELF4	TSS1500	X	129244725	129244848		0.0	0.0	0.0	
cg16567137	0.0	0.0	0.00646101545774519	0.0	cg16567137	BEX5	TSS200	X	101410914	101411037		0.0	0.0	0.0	
cg07826058	0.0	0.0	0.00649356632718109	0.0	cg07826058	MBTPS2	TSS200	X	21857614	21857737		0.0	0.0	0.0	
cg02839557	0.0	0.0	0.00649927078367127	0.0	cg02839557	TBL1Y	TSS200	Y	6778641	6778764		0.0	0.0	0.0	
cg17976175	0.0	0.0	0.00650001419592153	0.0	cg17976175	UBE2A	TSS1500	X	118708089	118708212		0.0	0.0	0.0	
cg16357225	0.0	0.0	0.00652765805698329	0.0	cg16357225	AFF2	TSS200	X	147582127	147582250		0.0	0.0	0.0	
cg12217778	0.0	0.0	0.00653013350227474	0.0	cg12217778	PORCN	TSS200	X	48367176	48367299		0.0	0.0	0.0	
cg16091895	0.0	0.0	0.0065339436531363	0.0	cg16091895	TMEM185A	TSS200	X	148713715	148713838		0.0	0.0	0.0	
cg05994819	0.0	0.0	0.00653928520605104	0.0	cg05994819	CXorf39	TSS200	X	103411244	103411367		0.0	0.0	0.0	
cg11704790	0.0	0.0	0.00654114711201574	0.0	cg11704790	ARMCX3	TSS200	X	51425528	51425651		0.0	0.0	0.0	
cg12882438	0.0	0.0	0.0065532131486029	0.0	cg12882438	MIR222	TSS1500	X	152782950	152783073		0.0	0.0	0.0	
cg10267609	0.0	0.0	0.00657647950307771	0.0	cg10267609	RBMY1F	TSS1500	Y	24453757	24453880		0.0	0.0	0.0	
cg01098871	0.0	0.0	0.00658132874696763	0.0	cg01098871	WDR45	TSS1500	X	48958509	48958632		0.0	0.0	0.0	
cg05408674	0.0	0.0	0.00660007091666857	0.0	cg05408674	TTTY8	TSS1500	Y	6136711	6136834		0.0	0.0	0.0	
cg12481306	0.0	0.0	0.0066335249838792	0.0	cg12481306	HCCS	TSS200	X	11129329	11129452		0.0	0.0	0.0	
cg14642832	0.0	0.0	0.00667629456420105	0.0	cg14642832	RBMX	TSS200	X	135963137	135963260		0.0	0.0	0.0	
cg21106100	0.0	0.0	0.00670617664682201	0.0	cg21106100	CYorf15A	TSS200	Y	28555536	28555659		0.0	0.0	0.0	
cg00723973	0.0	0.0	0.00674000419050562	0.0	cg00723973	RP2	TSS200	X	46696265	46696388		0.0	0.0	0.0	
cg25967516	0.0	0.0	0.00674323292741658	0.0	cg25967516	ARMCX1	TSS1500	X	100805271	100805394		0.0	0.0	0.0	
cg02161919	0.0	0.0	0.00677627974661883	0.0	cg02161919	PHKA2	TSS1500	X	19002980	19003103		0.0	0.0	0.0	
cg19321437	0.0	0.0	0.00676319212875039	0.0	cg19321437	HDX	TSS200	X	83757536	83757659		0.0	0.0	0.0	
cg07946630	0.0	0.0	0.00677910954514084	0.0	cg07946630	GNL3L	TSS200	X	54556446	54556569		0.0	0.0	0.0	
cg23954206	0.0	0.0	0.0067821211229522	0.0	cg23954206	ZNF182	TSS200	X	47863441	47863564		0.0	0.0	0.0	
cg04402486	0.0	0.0	0.0067949256681298	0.0	cg04402486	RAP2C	TSS200	X	131352242	131352365		0.0	0.0	0.0	
cg20442640	0.0	0.0	0.00678921076758479	0.0	cg20442640	DGKK	TSS200	X	50213745	50213868		0.0	0.0	0.0	
cg22404117	0.0	0.0	0.00684511159449704	0.0	cg22404117	CENPI	TSS1500	X	100353450	100353573		0.0	0.0	0.0	
cg05707815	0.0	0.0	0.00688122834522087	0.0	cg05707815	PHKA1	TSS1500	X	71934233	71934356		0.0	0.0	0.0	
cg22934939	0.0	0.0	0.0068817082493149	0.0	cg22934939	ZIC3	TSS200	X	136648313	136648436		0.0	0.0	0.0	
cg27076487	0.0	0.0	0.00687727633248158	0.0	cg27076487	LDOC1	TSS200	X	140271364	140271487		0.0	0.0	0.0	
cg23214760	0.0	0.0	0.00687963931007338	0.0	cg23214760	OGT	TSS200	X	70752794	70752917		0.0	0.0	0.0	
cg07011790	0.0	0.0	0.00690358234774797	0.0	cg07011790	TCEAL1	TSS200	X	102883836	102883959		0.0	0.0	0.0	
cg07382899	0.0	0.0	0.007024106423452	0.0	cg07382899	APLN	TSS200	X	128789004	128789127		0.0	0.0	0.0	
cg01644972	0.0	0.0	0.00702501677429211	0.0	cg01644972	EIF1AY	TSS200	Y	22737556	22737679		0.0	0.0	0.0	
cg25712015	0.0	0.0	0.00703825105466963	0.0	cg25712015	GPR50	TSS1500	X	150343712	150343835		0.0	0.0	0.0	
cg09016243	0.0	0.0	0.00706494117100131	0.0	cg09016243	GLUD2	TSS200	X	120181455	120181578		0.0	0.0	0.0	
cg23951868	0.0	0.0	0.00706590794554707	0.0	cg23951868	CLCN5	TSS200	X	49687084	49687207		0.0	0.0	0.0	
cg15685776	0.0	0.0	0.00709381321584781	0.0	cg15685776	FAM127B	TSS200	X	134186273	134186396		0.0	0.0	0.0	
cg12447182	0.0	0.0	0.00710821958992769	0.0	cg12447182	EDA	TSS200	X	68835857	68835980		0.0	0.0	0.0	
cg24396631	0.0	0.0	0.00710835849162188	0.0	cg24396631	CUL4B	TSS200	X	119134082	119134205		0.0	0.0	0.0	
cg07823797	0.0	0.0	0.00729336884931407	0.0	cg07823797	NCRNA00182	TSS200	X	73513418	73513541		0.0	0.0	0.0	
cg11704309	0.0	0.0	0.00714126126179991	0.0	cg11704309	ARMCX3	TSS200	X	100878326	100878449		0.0	0.0	0.0	
cg14157445	0.0	0.0	0.00714847570808778	0.0	cg14157445	TTTY15	TSS1500	Y	14774019	14774142		0.0	0.0	0.0	
cg09610589	0.0	0.0	0.0071798926517269	0.0	cg09610589	LOC100272228	TSS200	X	149106647	149106770		0.0	0.0	0.0	
cg09867302	0.0	0.0	0.00715994613283856	0.0	cg09867302	EFNB1	TSS1500	X	68048137	68048260		0.0	0.0	0.0	
cg13808036	0.0	0.0	0.00722493362313401	0.0	cg13808036	RBMY1F	TSS1500	Y	24453658	24453781		0.0	0.0	0.0	
cg18816329	0.0	0.0	0.00725274496445573	0.0	cg18816329	PHF8	TSS1500	X	54070878	54071001		0.0	0.0	0.0	
cg20416767	0.0	0.0	0.00724531806100382	0.0	cg20416767	TCEAL8	TSS200	X	102510270	102510393		0.0	0.0	0.0	
cg10560144	0.0	0.0	0.00724626026064276	0.0	cg10560144	PGK1	TSS1500	X	77359355	77359478		0.0	0.0	0.0	
cg12130015	0.0	0.0	0.00725589627143095	0.0	cg12130015	ALG13	TSS1500	X	152783792	152783915		0.0	0.0	0.0	
cg18114166	0.0	0.0	0.00729672138886693	0.0	cg18114166	SLITRK2	TSS200	X	36982033	36982156		0.0	0.0	0.0	
cg11291009	0.0	0.0	0.00732330383547667	0.0	cg11291009	ARHGEF9	TSS200	X	62975067	62975190		0.0	0.0	0.0	
cg06981242	0.0	0.0	0.00732856984594686	0.0	cg06981242	FGF13	TSS1500	X	138287529	138287652		0.0	0.0	0.0	
cg20344426	0.0	0.0	0.00733825995936742	0.0	cg20344426	VBP1	TSS200	X	154444619	154444742		0.0	0.0	0.0	
cg01717812	0.0	0.0	0.0073438085501275	0.0	cg01717812	ABCB7	TSS200	X	74376285	74376408		0.0	0.0	0.0	
cg15043283	0.0	0.0	0.00736166478698455	0.0	cg15043283	FAM127A	TSS200	X	134166205	134166328		0.0	0.0	0.0	
cg16091746	0.0	0.0	0.00736973626633097	0.0	cg16091746	VBP1	TSS200	X	154444538	154444661		0.0	0.0	0.0	
cg13618458	0.0	0.0	0.007375863146818	0.0	cg13618458	TTTY8B	TSS1500	Y	6775803	6775926		0.0	0.0	0.0	
cg00151234	0.0	0.0	0.00739346828720353	0.0	cg00151234	PGK1	TSS1500	X	77359363	77359486		0.0	0.0	0.0	
cg13016553	0.0	0.0	0.00740441175012307	0.0	cg13016553	UPF3B	TSS200	X	118987015	118987138		0.0	0.0	0.0	
cg23374711	0.0	0.0	0.00739849335305692	0.0	cg23374711	SMS	TSS1500	X	21958612	21958735		0.0	0.0	0.0	
cg17914143	0.0	0.0	0.00740875049652905	0.0	cg17914143	TSR2	TSS200	X	54466747	54466870		0.0	0.0	0.0	
cg25317260	0.0	0.0	0.00741368496102589	0.0	cg25317260	AIFM1	TSS1500	X	129300090	129300213		0.0	0.0	0.0	
cg21765125	0.0	0.0	0.00746773413684079	0.0	cg21765125	IL1RAPL2	TSS1500	X	73755969	73756092		0.0	0.0	0.0	
cg25714218	0.0	0.0	0.00747830159025769	0.0	cg25714218	HMGB3	TSS200	X	150151618	150151741		0.0	0.0	0.0	
cg21902627	0.0	0.0	0.00749337068101373	0.0	cg21902627	TSC22D3	TSS200	X	107019166	107019289		0.0	0.0	0.0	
cg02386310	0.0	0.0	0.00749579412154126	0.0	cg02386310	PORCN	TSS200	X	48367223	48367346		0.0	0.0	0.0	
cg08965337	0.0	0.0	0.00751558521883683	0.0	cg08965337	RAP2C	TSS1500	X	131352534	131352657		0.0	0.0	0.0	
cg21711683	0.0	0.0	0.00760430322314213	0.0	cg21711683	XIAP	TSS200	X	122994030	122994153		0.0	0.0	0.0	
cg07674503	0.0	0.0	0.0077191701977129	0.0	cg07674503	RAP2C	TSS200	X	131352282	131352405		0.0	0.0	0.0	
cg12165354	0.0	0.0	0.00765122977317482	0.0	cg12165354	NDUFB11	TSS200	X	47004660	47004783		0.0	0.0	0.0	
cg06772067	0.0	0.0	0.00767369817457104	0.0	cg06772067	XIAP	TSS1500	X	122993679	122993802		0.0	0.0	0.0	
cg16970748	0.0	0.0	0.00767431810204147	0.0	cg16970748	FAM155B	TSS1500	X	68723670	68723793		0.0	0.0	0.0	
cg06511189	0.0	0.0	0.0076848146873551	0.0	cg06511189	FAM58A	TSS200	X	152864830	152864953		0.0	0.0	0.0	
cg23554546	0.0	0.0	0.00770334416484942	0.0	cg23554546	UPF3B	TSS1500	X	118987202	118987325		0.0	0.0	0.0	
cg14725109	0.0	0.0	0.0077047168078982	0.0	cg14725109	ZNF81	TSS200	X	47696106	47696229		0.0	0.0	0.0	
cg04298609	0.0	0.0	0.00771753154294068	0.0	cg04298609	ATRX	TSS200	X	77041722	77041845		0.0	0.0	0.0	
cg05630320	0.0	0.0	0.00777125361889733	0.0	cg05630320	HPRT1	TSS200	X	133594116	133594239		0.0	0.0	0.0	
cg05605384	0.0	0.0	0.00779295525708137	0.0	cg05605384	TAF9B	TSS200	X	77395277	77395400		0.0	0.0	0.0	
cg03802424	0.0	0.0	0.00780763185158076	0.0	cg03802424	DACH2	TSS200	X	85403388	85403511		0.0	0.0	0.0	
cg05947181	0.0	0.0	0.0078829205304121	0.0	cg05947181	SHROOM4	TSS1500	X	50557283	50557406		0.0	0.0	0.0	
cg18015035	0.0	0.0	0.00790669500414417	0.0	cg18015035	PHKA2	TSS200	X	19002577	19002700		0.0	0.0	0.0	
cg22417589	0.0	0.0	0.00796763909690388	0.0	cg22417589	SMS	TSS1500	X	21958631	21958754		0.0	0.0	0.0	
cg19318186	0.0	0.0	0.00802576469904275	0.0	cg19318186	USP27X	TSS1500	X	49643634	49643757		0.0	0.0	0.0	
cg13664654	0.0	0.0	0.00808720261836548	0.0	cg13664654	LAS1L	TSS200	X	64754752	64754875		0.0	0.0	0.0	
cg14113919	0.0	0.0	0.00816503924874381	0.0	cg14113919	MAP7D2	TSS200	X	20134908	20135031		0.0	0.0	0.0	
cg06097615	0.0	0.0	0.00823470394522339	0.0	cg06097615	FAM155B	TSS1500	X	68723812	68723935		0.0	0.0	0.0	
cg15410402	0.0	0.0	0.00825680057919522	0.0	cg15410402	ZNF673	TSS200	X	46306463	46306586		0.0	0.0	0.0	
cg04924736	0.0	0.0	0.00834853705181863	0.0	cg04924736	BEX5	TSS200	X	101410888	101411011		0.0	0.0	0.0	
cg20746035	0.0	0.0	0.00836960166793191	0.0	cg20746035	PRICKLE3	TSS200	X	49042873	49042996		0.0	0.0	0.0	
cg26157279	0.0	0.0	0.00845540941139358	0.0	cg26157279	RPS6KA6	TSS1500	X	83443186	83443309		0.0	0.0	0.0	
cg26010110	0.0	0.0	0.00847347239788679	0.0	cg26010110	SMARCA1	TSS1500	X	128657699	128657822		0.0	0.0	0.0	
cg24000218	0.0	0.0	0.00849266286970822	0.0	cg24000218	GPR64	TSS1500	X	19140934	19141057		0.0	0.0	0.0	
cg20010130	0.0	0.0	0.00851046927204103	0.0	cg20010130	HSD17B10	TSS200	X	53461462	53461585		0.0	0.0	0.0	
cg00416689	0.0	0.0	0.0085247575357618	0.0	cg00416689	NGFRAP1	TSS1500	X	102631887	102632010		0.0	0.0	0.0	
cg16510010	0.0	0.0	0.00856863662725105	0.0	cg16510010	FAM122C	TSS200	X	133941163	133941286		0.0	0.0	0.0	
cg19821612	0.0	0.0	0.0085792740920068	0.0	cg19821612	PNMA3	TSS200	X	152224619	152224742		0.0	0.0	0.0	
cg05599151	0.0	0.0	0.0086160627276369	0.0	cg05599151	TSPYL2	TSS200	X	53111398	53111521		0.0	0.0	0.0	
cg00981879	0.0	0.0	0.00863878991120094	0.0	cg00981879	MECP2	TSS1500	X	39680221	39680344		0.0	0.0	0.0	
cg08848711	0.0	0.0	0.00864850680274148	0.0	cg08848711	SEPT6	TSS1500	X	118827659	118827782		0.0	0.0	0.0	
cg26764180	0.0	0.0	0.00866002471733754	0.0	cg26764180	FAM122C	TSS200	X	133941194	133941317		0.0	0.0	0.0	
cg26198148	0.0	0.0	0.00870192356092146	0.0	cg26198148	TMSB4Y	TSS1500	Y	15814685	15814808		0.0	0.0	0.0	
cg21983484	0.0	0.0	0.00870919221939268	0.0	cg21983484	CLCN5	TSS200	X	49687062	49687185		0.0	0.0	0.0	
cg04754076	0.0	0.0	0.00873251132640617	0.0	cg04754076	ZNF275	TSS200	X	152599461	152599584		0.0	0.0	0.0	
cg13789561	0.0	0.0	0.00892581522865107	0.0	cg13789561	ARAF	TSS200	X	47420453	47420576		0.0	0.0	0.0	
cg23722438	0.0	0.0	0.00886308174261648	0.0	cg23722438	SYTL4	TSS200	X	99987184	99987307		0.0	0.0	0.0	
cg13243544	0.0	0.0	0.00890090338459597	0.0	cg13243544	MAP7D3	TSS200	X	135333698	135333821		0.0	0.0	0.0	
